sinhala_exam,math_exam,sinhala_incorrect_ratio,math_incorrect_ratio,weakness
99,87,0.1273353110230256,0.4204357897129613,0
97,99,0.3905852118934596,0.4125660979643519,0
94,73,0.19317445492415775,0.22506221620987982,0
88,54,0.4446954580644221,0.22530982836487895,0
84,58,0.052846739953137045,0.4941376355000657,0
62,76,0.023915410197052733,0.019010924118727457,0
62,82,0.3295177671018404,0.40106527906379374,0
74,63,0.017785433517774174,0.25428964472378923,0
79,97,0.23097346833547788,0.495794204435137,0
91,54,0.4711576948365964,0.3919213383838369,0
90,82,0.2060654651313858,0.27480802185946224,0
93,71,0.03435641625913388,0.21214844294244406,0
86,71,0.2573287932867558,0.4494504120031177,0
47,79,0.3123317844271319,0.19096981982644795,1
89,42,0.060693209079703214,0.3075064840194333,0
53,80,0.32195212677056534,0.26515106662457916,1
89,49,0.3993570958272873,0.14641101835048237,0
79,41,0.30094079481816105,0.29121132910362324,0
70,55,0.4058848940450688,0.3282393036657513,0
50,49,0.1691337529972492,0.46404182016302487,0
94,48,0.18608351191875666,0.216038441472098,0
99,97,0.30646979124726276,0.4715379188723538,0
69,59,0.06075068815045903,0.09873524492996866,0
85,88,0.322905406327603,0.14295339461958007,1
71,69,0.430684998181718,0.423257169345139,0
80,86,0.1261205100866808,0.37752096437313915,0
60,47,0.37409595298949877,0.27890661275553497,0
62,83,0.026929103499013063,0.16002991626049173,0
61,82,0.13466564915101253,0.26977811024775256,0
52,57,0.053971857323232175,0.3426490080579367,0
91,66,0.48256487106349827,0.2441970650324698,1
62,63,0.17119181801677325,0.20670822464763072,0
76,72,0.25418027345814,0.1487742256594103,0
58,62,0.34444265102504534,0.43666145793040384,0
86,64,0.380560768521579,0.0800358174772865,1
81,97,0.004665809913546648,0.12333943226081151,0
44,42,0.4959049756746817,0.04958904979360795,0
71,81,0.32878015638901154,0.15546446500377709,1
60,85,0.3079927251300895,0.09401236730770807,1
80,87,0.3918958922426986,0.2771132570660083,1
61,81,0.3804953800140469,0.017655677470119535,1
56,53,0.1012402800826187,0.4790367400596901,0
96,59,0.16346580816903955,0.07444402516622234,0
94,45,0.4383253809141003,0.49816716881362366,0
43,86,0.22430531547727128,0.3610354691013685,0
63,93,0.2965221670933921,0.19576284908891467,0
60,93,0.34780907324840343,0.0016091318021393408,1
77,85,0.1777465052206787,0.3970986656385421,0
59,56,0.29410113347419525,0.24048644494306187,0
53,42,0.03242679724148417,0.28999189371406564,0
94,91,0.28033004720808546,0.3017438332982274,0
73,69,0.4024944998403849,0.13491036006410717,1
99,58,0.2491278411317268,0.03852913956716558,0
61,63,0.1671191593480304,0.3924484885557338,0
77,92,0.3943074823362032,0.2586345282208047,1
87,84,0.07372626335314197,0.16409637680465577,0
94,72,0.044300214839808616,0.11030597635560563,0
98,67,0.3678315571195949,0.4991737556964748,0
99,93,0.32128259976759577,0.210624026647036,1
43,59,0.392825809040116,0.05916809546169366,0
45,86,0.4199011428178086,0.191916475966522,1
48,65,0.2938846804310991,0.09223812656681968,1
49,89,0.08264705548508727,0.3501259797222605,0
69,93,0.1365354049864062,0.2590393831194077,0
84,90,0.47033962255767026,0.12964837943288687,1
85,65,0.4363651252423009,0.4209667833959043,0
76,59,0.4013216548978552,0.22909344336894633,0
44,75,0.06673998620797189,0.04030075687856233,1
78,78,0.24823057617764988,0.21842535130758978,0
96,75,0.3827564494955549,0.07945408383467678,1
99,83,0.06767704113884276,0.37568754301452284,0
63,64,0.478307310541729,0.03447900817821059,1
83,81,0.14109353734660007,0.13085284186795298,0
74,94,0.45312729026051835,0.12477309992475305,1
55,55,0.37969913120898185,0.22486992122527,0
52,45,0.03268307878219262,0.24378559683669215,0
95,82,0.03132660172767726,0.4532187266722055,0
96,60,0.26621034113760855,0.20554780130035327,0
46,45,0.44991667284363623,0.01091169838774475,0
95,50,0.4816972171067752,0.28008409173092097,0
46,60,0.026128939643011884,0.2093966595370807,1
53,96,0.24724056564754648,0.48977542019087844,0
44,42,0.3625778637755574,0.0955953507323945,0
88,58,0.15434937168659763,0.4735179938693615,0
51,96,0.09150772211736358,0.011017580148752093,1
92,43,0.20899496693524217,0.04442012254378219,0
61,94,0.27255276413034984,0.490258411000553,0
73,67,0.36140715160424186,0.03383418095000079,1
61,88,0.27176910867132303,0.04086267287338913,0
45,73,0.2423481435650235,0.08288727008163788,1
41,61,0.42498768574033097,0.33451116866455416,0
73,55,0.20588277079225425,0.3254867335754771,0
61,51,0.031136552940942808,0.25625132438516585,0
99,98,0.22961993879847903,0.025978288777134206,0
88,71,0.1293104174440194,0.08235317671614795,0
43,85,0.377053840158082,0.008972839284245915,1
79,60,0.3298146831973711,0.08080990564293572,1
53,66,0.4733189770998036,0.28009112918745593,1
67,65,0.27899036939131994,0.2762568073913626,0
95,42,0.4546101029307801,0.2693508989763571,0
91,74,0.05273684997831529,0.328390052362147,0
64,98,0.19021000375378116,0.38780592546266374,0
90,50,0.10188322956384455,0.26166481559737065,0
63,99,0.3964272095169197,0.28879668294057875,1
60,47,0.39895707980794703,0.19798523633122744,0
87,85,0.26651443362307,0.078977411417674,0
59,45,0.3966306752191272,0.15838083853376334,0
42,84,0.4530716273828832,0.13845224368890446,1
79,77,0.07035576402437921,0.10100783420124498,0
47,76,0.3663176173504164,0.41018875372448665,0
76,43,0.3992966361913756,0.4838779385516944,0
58,71,0.0588219940796626,0.3698651660427703,0
94,55,0.49420799470603827,0.24267949157994356,0
92,60,0.3625927740136954,0.16150559919310692,1
67,77,0.48989122892726095,0.32806700901029034,0
66,44,0.2798778418191913,0.26369981106133816,0
64,59,0.44512902650890107,0.03970329232151476,0
44,74,0.09370597204879111,0.429088526578582,0
91,77,0.2703968774927722,0.35512139931165576,0
83,96,0.23558394946640732,0.41081844885523583,0
83,48,0.1788991326627209,0.24710622362514995,0
42,51,0.16760402368543637,0.0868807965678719,0
60,67,0.4129891063540409,0.050318739261766665,1
60,74,0.07098599488049695,0.1739707057910833,0
86,57,0.37441316848165324,0.32557379244083706,0
87,61,0.3690345616692586,0.4030979405018954,0
69,54,0.12698743728601236,0.015557799958678842,0
55,73,0.1625520077158495,0.3431635983430487,0
67,86,0.0874407185879797,0.42786862945289317,0
99,40,0.41852056262147,0.13963804422720522,0
42,43,0.433193257125671,0.10776493439566592,0
54,60,0.01659467728121311,0.1519732006203619,1
85,91,0.46915240922424134,0.435602241131526,0
78,48,0.39422367162664934,0.33249245173799763,0
57,90,0.4535975153529149,0.335366155952917,0
62,98,0.05549473460674054,0.2235277719032127,0
77,53,0.432281804761335,0.27332411009389423,0
74,58,0.48840016425532967,0.05536029666315784,0
59,88,0.021012337585702645,0.3699520603834652,0
65,77,0.14001866477524472,0.42917083839956044,0
58,85,0.4553850808219576,0.37698095179839197,0
48,67,0.00900327780022725,0.481405178537013,0
48,98,0.3141190552316407,0.2663379433807775,1
58,86,0.22492110398627962,0.10922159144165355,1
92,75,0.04826723509772041,0.12094691412941949,0
72,95,0.14191422351176014,0.4122674040435161,0
92,74,0.11317574717074297,0.36512307354507295,0
80,43,0.03224563562458377,0.4386197285811002,0
41,80,0.16520400193788692,0.17020292167478235,1
95,94,0.26565826028402956,0.4190760917759622,0
87,69,0.21459129669817845,0.13388833774416709,0
85,89,0.286674672817609,0.32941253507003526,0
87,59,0.11011265068865755,0.24418731449146935,0
92,48,0.4548134097182962,0.3346001314690392,0
56,73,0.43948945014113366,0.2858861760241611,1
84,62,0.2152137051604951,0.15847329389555964,0
51,85,0.3869398278650782,0.3009617155075658,0
65,91,0.22169000718959386,0.303544789359377,0
90,77,0.29584858115316276,0.35131688654275817,0
43,94,0.2561818887728953,0.052112401404173836,1
61,51,0.2438335343106322,0.32611212977273624,0
41,63,0.30032553327417794,0.3717969580882799,0
40,47,0.31705201568816566,0.035466108066886715,0
64,57,0.18092654660256935,0.23624667750325679,0
65,66,0.07001204877665884,0.1384071538956529,0
40,96,0.16567350355152538,0.24102052905604127,1
79,53,0.30539003553788413,0.14034160775798715,0
95,88,0.25828631422298953,0.0027528995802104106,0
85,88,0.10953440455092889,0.01836068125041057,0
99,72,0.1694303246693758,0.40129283978990643,0
88,81,0.14674441160406082,0.4658768597164082,0
48,63,0.043546383397885746,0.30853325805890064,0
63,60,0.17261157140084604,0.25370596935890444,0
80,78,0.24677329017005933,0.35112938301583213,0
58,50,0.06574455994899081,0.13736576275975976,0
40,79,0.21091408926941568,0.20551053763277288,1
47,92,0.1290866270955846,0.3373039264581081,0
72,84,0.3592146149093676,0.4770165637925203,0
44,47,0.4314402514562062,0.0010519215879417065,0
69,84,0.41479377843262516,0.02027936877234071,1
59,57,0.12834711415502292,0.3326460509890276,0
72,75,0.1845265108804583,0.06051250024259652,0
67,79,0.37558902390420906,0.03550383226662773,1
97,90,0.1773856459179921,0.4708628558094625,0
68,80,0.3232250450623035,0.4440195321800589,0
52,49,0.25107680498099344,0.0694356631982585,0
48,96,0.0771607826415397,0.08592424066354726,1
45,66,0.37049062513728925,0.26499576146320936,1
42,55,0.4956316133668166,0.410006314559678,0
80,51,0.14752035382707812,0.2430002468988015,0
84,54,0.02186953615447368,0.06150164756187282,0
88,70,0.23330389234860793,0.4083616012792723,0
77,67,0.19369629283432965,0.4259206184369738,0
75,74,0.03880732236572043,0.2712671842661257,0
77,97,0.29514277147657986,0.1131395541071159,0
71,42,0.2250616805909661,0.2896331769102634,0
80,62,0.15943340916056942,0.29109937329705693,0
97,98,0.3005370834001165,0.3527929313219123,0
72,63,0.18727644351006068,0.08343010084937641,0
76,46,0.07129707204095437,0.44504851759190417,0
40,86,0.07722987361166189,0.012723879952875439,1
99,57,0.3184511587273716,0.17030208329064583,0
70,66,0.204814447447616,0.1556087475316968,0
77,44,0.2655426724426214,0.42086168087233805,0
95,51,0.27984422241896995,0.05262959259850619,0
88,84,0.48601262824829555,0.11424337337738538,1
63,98,0.2659563532621317,0.06789452353196856,0
65,66,0.10443203535286999,0.4628186650126679,0
66,81,0.19771713399645718,0.156603130535087,0
54,92,0.14462238598632726,0.45004159150824036,0
76,81,0.18740178389089818,0.23700321424157794,0
45,43,0.4974289865296608,0.27269056060915126,0
68,52,0.303438670788465,0.07579214643493998,0
56,84,0.48537107683862407,0.38676944576728195,0
44,76,0.23893922401112122,0.26612876557448806,1
84,61,0.12345371333379279,0.4192746074514141,0
42,81,0.4134074868982095,0.3545068621435159,0
97,88,0.25372318305987107,0.3386936607593584,0
60,83,0.41534425526003843,0.2724138287725934,1
40,67,0.2914922130823012,0.499856902077957,0
52,86,0.40837846505976405,0.10365450159377898,1
56,74,0.4401573810744635,0.31170297907972006,0
96,63,0.310330239912292,0.10065605391121663,1
60,47,0.01972976644544966,0.23777301874341333,0
75,93,0.1138748680516048,0.48201442358275687,0
92,73,0.36107161772795293,0.2666933143826813,1
51,93,0.06532617191173146,0.3952548971374425,0
67,44,0.3971053312747027,0.13788378412567848,0
85,97,0.4720210469126989,0.07439798470255782,1
58,65,0.49049368908134255,0.2417037179865733,1
71,45,0.2943657610656599,0.18766495395980093,0
77,50,0.10161154554304364,0.3808990956888486,0
54,66,0.2556377311003756,0.24616274000059096,1
89,56,0.4327885728122761,0.4903696717917147,0
57,67,0.41375946105315153,0.3822638973273588,0
43,46,0.47802357180596655,0.10023725776420139,0
48,47,0.4269809834777111,0.21957490831687415,0
88,72,0.44654510259770747,0.03122879680953572,1
77,42,0.2241595276847111,0.2552162445021161,0
85,70,0.36701488129465315,0.38129819734708764,0
61,68,0.015274728546689986,0.43602416922350384,0
49,81,0.31627205498291394,0.32223513856051683,0
51,41,0.16670366107955525,0.3665255949299967,0
69,96,0.39669700715267386,0.4952730163850667,0
89,47,0.49732432077999894,0.044906077141387,0
69,46,0.02208096808891563,0.17089120236838085,0
76,40,0.034514770443924814,0.002832907264783635,0
47,44,0.4109633179699648,0.4045915855695155,0
40,75,0.3500171363860522,0.05220206487404072,1
62,48,0.36157474323231475,0.14016723039576046,0
43,69,0.012249224133826175,0.1530686704397966,1
47,42,0.31604491475312113,0.2885203322309554,0
71,73,0.003044374119919535,0.050470599988760745,0
77,55,0.3408743220450806,0.05646582134300565,0
73,81,0.12111560891228346,0.23912994209761174,0
41,41,0.35505502821085333,0.3334272105071339,0
70,99,0.4317003834285009,0.2006530121098561,1
62,53,0.07616479473226773,0.13308400625776873,0
93,68,0.2916287462280578,0.42111537317197395,0
56,80,0.10963698096193786,0.01683458910693636,1
58,92,0.20806071403554616,0.37980571434989824,0
70,56,0.35989572667734304,0.43346673417594184,0
49,49,0.41071599582129664,0.2773286740175478,0
59,71,0.26313923016910135,0.23158635837567088,1
85,91,0.15159702973052303,0.1449850594718045,0
69,43,0.07143798066970586,0.3876730752015678,0
57,51,0.24834771140897327,0.14213704646375835,0
57,95,0.3147788484458683,0.027166017411451915,1
51,88,0.15879339763055833,6.734650224266003e-05,1
97,68,0.023425954263801563,0.13808477891044973,0
77,56,0.03134481081093293,0.41966924617800117,0
80,45,0.12341193460095112,0.3704520280760357,0
68,67,0.050946194033006764,0.18011695940021394,0
58,48,0.42135595108027746,0.15667395879257157,0
75,57,0.44593607240536737,0.21690870978826476,0
88,45,0.18865902698159642,0.4820392082450541,0
76,56,0.34350963325162137,0.24690702022846434,0
72,99,0.31635593937430045,0.3519285458171656,0
49,86,0.08347654437359936,0.35652302531715935,0
52,76,0.4830237525643386,0.3805188951253915,0
56,43,0.3512702507674035,0.14902610431972158,0
60,59,0.3909119316724678,0.32207461073795796,0
81,56,0.18002523295048917,0.4783999077421431,0
67,80,0.23798386550582795,0.055488762292574045,0
53,74,0.1849066279935883,0.0261775100937362,1
80,52,0.2082522159519395,0.41108994340821164,0
70,41,0.10599702734932903,0.3286767410850643,0
50,93,0.44007836896074254,0.10787033958822706,1
84,62,0.3038760611263613,0.1476507387859164,1
63,47,0.3258198802386383,0.36929872906616534,0
67,45,0.3224163020111569,0.19756545380575163,0
79,93,0.09960763744702655,0.4451075013180872,0
99,82,0.18389299387807645,0.029045976040174892,0
93,93,0.25793095135616406,0.13379633836398575,0
92,49,0.007346694327476921,0.1895470243359681,0
63,41,0.009663815458800518,0.06218419950025511,0
49,74,0.24643229222372331,0.20214487362743455,1
56,51,0.29756583745284076,0.004961910563917815,0
82,64,0.48174962044379416,0.25951614006477436,1
77,40,0.1559319289584416,0.38699568907638127,0
86,56,0.2606480238270695,0.4880069116396068,0
66,93,0.008473832444790497,0.385079105878548,0
69,80,0.06010361456028812,0.13279141647930304,0
71,71,0.14665430539028235,0.38657093695933575,0
97,46,0.17404779658414404,0.18586964745316514,0
55,55,0.14990026378261795,0.32322937081896524,0
46,75,0.42353041349194975,0.011797482322764563,1
50,47,0.39159920664931297,0.3901880617854902,0
47,84,0.1990026464772514,0.1514578644165963,1
42,68,0.11411768174684955,0.12330181748901231,1
67,52,0.373722203298347,0.2369049141989733,0
65,43,0.47889490049410194,0.4713621595470561,0
44,95,0.4956639507821103,0.27224116640013146,1
54,71,0.03780252030837539,0.18284037413068566,1
98,65,0.09791654206713502,0.07040147444633804,0
65,64,0.39066092787365253,0.2891491997101803,1
50,52,0.40556188496673545,0.31797735358186424,0
86,70,0.3370651477680315,0.12995248962141642,1
88,86,0.4587429215659951,0.1452522528357102,1
99,96,0.4450705686980073,0.35386067513376374,0
89,65,0.07365152213948517,0.003920795385958409,0
91,80,0.22383671270520916,0.06713742545113777,0
89,77,0.26482986197280994,0.12094664705644459,0
97,60,0.4811551014938921,0.31045429510885403,0
61,57,0.2734298204875631,0.09015396771138906,0
70,69,0.2804372316813088,0.4319807903675051,0
47,83,0.4488373363389783,0.33717448951173445,0
56,87,0.4974906846625465,0.2636163303769563,1
70,67,0.32955688223476326,0.05444665699051954,1
43,74,0.24911800024963648,0.20333703499929157,1
98,65,0.2612698583660266,0.10955873973496921,0
76,64,0.4596937022863363,0.08804773566529733,1
77,93,0.006514783878541874,0.00709502469788359,0
83,90,0.3660613034214779,0.17752052822597914,1
56,82,0.1976029631549851,0.47644839799891375,0
73,94,0.1963968879046717,0.427110953170434,0
69,71,0.15499996858589465,0.11601991445055299,0
82,78,0.3906744203072031,0.4800838923643727,0
89,61,0.427603492509185,0.30153215308525827,0
76,49,0.3922104290017088,0.18849277096314004,0
67,81,0.4023765609948474,0.023028367094978186,1
81,99,0.08894406202451172,0.2573418085607195,0
87,66,0.12691053907834743,0.1229037196530765,0
68,42,0.44732139878881727,0.0002213907186039421,0
75,48,0.07690351232080389,0.49504318803374103,0
73,90,0.24733759479564166,0.2563601239063141,0
46,88,0.3177218228297613,0.04536085111746552,1
69,74,0.02885146420794943,0.2221826746207572,0
65,53,0.3110197811854969,0.4962211446873895,0
68,59,0.2869206270522567,0.20780194795366774,0
40,89,0.45111820173111905,0.43867780610263,0
59,91,0.013759592570207646,0.4199080810727655,0
80,80,0.11434720470018239,0.4781600466937638,0
61,73,0.3397749635669542,0.11244510840795624,1
43,44,0.35957994847228447,0.28166232101652333,0
60,74,0.1631692154659936,0.41982982785439515,0
84,99,0.21505143826490003,0.4518787858875711,0
65,79,0.20047088123652335,0.38155418180065415,0
62,81,0.4444437120018149,0.272252884524614,1
84,68,0.12765453825196582,0.1478473370208021,0
87,78,0.01640481206430422,0.31802123438998414,0
66,43,0.14762090124482108,0.4397482853640632,0
40,42,0.04752652276634639,0.4133733840131235,0
75,73,0.3869531108853326,0.17630130296442909,1
43,42,0.2578297029282267,0.2316468266363984,0
92,95,0.14501459682445295,0.4655049854426499,0
70,92,0.3827733752579304,5.817377683070557e-06,1
96,99,0.2612550905427942,0.027317210000486147,0
49,79,0.11306266562483597,0.15209935981814043,1
59,42,0.441367190336711,0.025950471793654506,0
43,67,0.15504226917137753,0.36586236828210644,0
75,86,0.20797195229092752,0.37953446962918785,0
97,89,0.44802039982860953,0.4090133745693465,0
87,66,0.1357192888171001,0.06267823789619281,0
87,98,0.49977195935954716,0.2028755843075305,1
55,95,0.3812414422377765,0.27123550173132804,1
47,88,0.19034484058043288,0.20723485776967165,1
81,49,0.010335684445952231,0.13450982339915524,0
48,56,0.4761108928487973,0.021211149103445848,0
96,56,0.30077693964991203,0.14827995610296535,0
64,98,0.3795026412609655,0.051257982033237226,1
40,64,0.08604461464762969,0.48620999952005167,0
63,41,0.3486046909548184,0.3571633178674988,0
98,45,0.46049726054828793,0.3472977136266427,0
78,96,0.1370357946710955,0.4035354519333515,0
68,48,0.17267097612244392,0.16780522713492135,0
91,92,0.4282686118739634,0.35058493079512987,0
51,87,0.28103639720128554,0.47354533355425954,0
40,56,0.19025885493494726,0.0815176684657955,0
71,71,0.3672219660377957,0.19217751926206744,1
58,82,0.41949866385900536,0.005708991727036816,1
97,72,0.4851285548630285,0.21883066407410173,1
43,63,0.35243550502169085,0.4085640710077926,0
96,72,0.4835176376280731,0.02583436082898055,1
40,44,0.35922697366127504,0.4313202355745895,0
52,87,0.4000017408818407,0.27635353785927264,1
51,55,0.06585751428954678,0.4326478794544562,0
59,70,0.15489392960454962,0.14502276598121844,1
95,61,0.336351497104449,0.39834069859568616,0
46,53,0.31243704980349946,0.28587299157187435,0
55,94,0.45304353024063027,0.006078385738693404,1
55,47,0.02591789955986451,0.27442933253867796,0
92,50,0.09571384024977125,0.2058277302283512,0
45,72,0.21527010475359498,0.4389922484924174,0
44,93,0.12356577733069596,0.1779273796296057,1
89,87,0.16673129679800525,0.338770472751767,0
98,41,0.10270070423901467,0.19072052070665574,0
72,52,0.3924309114794401,0.36674337324605194,0
62,53,0.3904979468074957,0.39263440575800757,0
68,95,0.49518089099918594,0.16262695296227597,1
49,80,0.49018437047109253,0.03375127334191097,1
68,49,0.08968234100610523,0.48533827270487206,0
44,67,0.20180050118079562,0.3689424924173031,0
65,59,0.21136431844696613,0.17326208397635912,0
51,46,0.13213813157931964,0.1026664693533999,0
64,74,0.13426687803380366,0.14373083244862506,0
49,77,0.4842686658499461,0.30181860027968754,0
78,66,0.03779180692703349,0.475711610422783,0
66,80,0.046033493041237716,0.2995222935751908,0
